ID_IGR,ID_GENUS,IGR,INTERCEPT
1,Avg_Tricop_IGR,0.024980097,-0.977812528
1,Avg_Tricop_IGR,0.015249218,-0.84403547
1,Avg_Tricop_IGR,0.027279803,-1.137546018
1,Avg_Tricop_IGR,0.025821509,-1.010258844
1,Avg_Tricop_IGR,0.0191032,-0.866640271
1,Avg_Tricop_IGR,0.02327507,-0.865622663
1,Avg_Tricop_IGR,0.028894143,-0.913031018
1,Avg_Tricop_IGR,0.0217071,-0.839928418
1,Avg_Tricop_IGR,0.031165593,-1.055484102
1,Avg_Tricop_IGR,0.019950158,-0.951435547
1,Avg_Tricop_IGR,0.030408772,-1.150662186
1,Avg_Tricop_IGR,0.024796797,-0.963813579
1,Avg_Tricop_IGR,0.025064332,-1.079296255
1,Avg_Tricop_IGR,0.029530373,-1.168245926
1,Avg_Tricop_IGR,0.025923669,-1.049376285
1,Avg_Tricop_IGR,0.025320242,-1.049350923
1,Avg_Tricop_IGR,0.029197705,-1.070215648
1,Avg_Tricop_IGR,0.021085318,-0.905312554
1,Avg_Tricop_IGR,0.020035578,-0.879704956
1,Avg_Tricop_IGR,0.023156722,-0.965420813
1,Avg_Tricop_IGR,0.031451363,-1.184578875
1,Avg_Tricop_IGR,0.029049283,-1.196428934
1,Avg_Tricop_IGR,0.016586336,-0.863646707
1,Avg_Tricop_IGR,0.030613875,-1.144950886
1,Avg_Tricop_IGR,0.024456826,-1.015043244
1,Avg_Tricop_IGR,0.023800144,-1.001909273
1,Avg_Tricop_IGR,0.022929866,-0.976054397
1,Avg_Tricop_IGR,0.025814033,-1.02569062
1,Avg_Tricop_IGR,0.02385177,-1.002595033
1,Avg_Tricop_IGR,0.031253525,-1.130695786
1,Avg_Tricop_IGR,0.028088926,-1.041660807
1,Avg_Tricop_IGR,0.022317712,-0.990944376
1,Avg_Tricop_IGR,0.019421311,-0.841461253
1,Avg_Tricop_IGR,0.034181311,-1.153164652
1,Avg_Tricop_IGR,0.02833851,-1.044134387
1,Avg_Tricop_IGR,0.03152304,-1.14752056
1,Avg_Tricop_IGR,0.021129664,-0.886310115
1,Avg_Tricop_IGR,0.033417882,-0.973908955
1,Avg_Tricop_IGR,0.026021341,-1.018042275
1,Avg_Tricop_IGR,0.020773244,-0.965715365
1,Avg_Tricop_IGR,0.028752587,-1.13855848
1,Avg_Tricop_IGR,0.018674881,-0.873834578
1,Avg_Tricop_IGR,0.030192458,-1.124095035
1,Avg_Tricop_IGR,0.018775338,-0.833039362
1,Avg_Tricop_IGR,0.030070206,-1.164420067
1,Avg_Tricop_IGR,0.025997786,-1.025815729
1,Avg_Tricop_IGR,0.025544544,-1.006480918
1,Avg_Tricop_IGR,0.02141818,-0.927754396
1,Avg_Tricop_IGR,0.021492469,-1.004498635
1,Avg_Tricop_IGR,0.019702659,-0.878352391
1,Avg_Tricop_IGR,0.021793587,-1.038998356
1,Avg_Tricop_IGR,0.018272434,-0.828888857
1,Avg_Tricop_IGR,0.02608467,-1.139295354
1,Avg_Tricop_IGR,0.020004278,-0.894386847
1,Avg_Tricop_IGR,0.022331243,-0.907295682
1,Avg_Tricop_IGR,0.019596859,-0.819598776
1,Avg_Tricop_IGR,0.032208633,-1.157144068
1,Avg_Tricop_IGR,0.031060869,-1.170476082
1,Avg_Tricop_IGR,0.026691591,-1.149865549
1,Avg_Tricop_IGR,0.026595978,-1.099686316
1,Avg_Tricop_IGR,0.028543577,-1.169108789
1,Avg_Tricop_IGR,0.018176606,-0.838580839
1,Avg_Tricop_IGR,0.020130786,-0.865735669
1,Avg_Tricop_IGR,0.032586534,-1.102018081
1,Avg_Tricop_IGR,0.024932878,-0.994010868
1,Avg_Tricop_IGR,0.034712635,-1.177576221
1,Avg_Tricop_IGR,0.017956705,-0.798463462
1,Avg_Tricop_IGR,0.025769181,-1.035018246
1,Avg_Tricop_IGR,0.01929958,-0.945546294
1,Avg_Tricop_IGR,0.025606879,-1.018359208
1,Avg_Tricop_IGR,0.020073866,-0.890185381
1,Avg_Tricop_IGR,0.016534105,-0.839657871
1,Avg_Tricop_IGR,0.030648106,-1.216107915
1,Avg_Tricop_IGR,0.027638424,-1.115808405
1,Avg_Tricop_IGR,0.025376909,-0.956277843
1,Avg_Tricop_IGR,0.022864207,-0.773810862
1,Avg_Tricop_IGR,0.026611108,-1.041889787
1,Avg_Tricop_IGR,0.022468891,-0.966923975
1,Avg_Tricop_IGR,0.025289571,-1.015535279
1,Avg_Tricop_IGR,0.033063341,-1.237832906
1,Avg_Tricop_IGR,0.018459518,-0.922282845
1,Avg_Tricop_IGR,0.031003149,-1.094290476
1,Avg_Tricop_IGR,0.024536674,-0.848669193
1,Avg_Tricop_IGR,0.025892915,-1.001368729
1,Avg_Tricop_IGR,0.023547102,-0.955905311
1,Avg_Tricop_IGR,0.037450772,-1.16781816
1,Avg_Tricop_IGR,0.024010963,-0.95194536
1,Avg_Tricop_IGR,0.033942813,-1.17482718
1,Avg_Tricop_IGR,0.018571083,-0.806675916
1,Avg_Tricop_IGR,0.018611606,-0.89450625
1,Avg_Tricop_IGR,0.021820282,-1.001176376
1,Avg_Tricop_IGR,0.019688655,-0.790184719
1,Avg_Tricop_IGR,0.025251976,-1.010529548
1,Avg_Tricop_IGR,0.028057699,-1.135272669
1,Avg_Tricop_IGR,0.025410584,-1.102193212
1,Avg_Tricop_IGR,0.024872991,-1.026755066
1,Avg_Tricop_IGR,0.027189954,-1.100158052
1,Avg_Tricop_IGR,0.025666698,-1.045850985
1,Avg_Tricop_IGR,0.024738167,-0.984023451
1,Avg_Tricop_IGR,0.0265677,-1.055427591
1,Avg_Tricop_IGR,0.032257358,-1.087785137
